DVD_Bluray_Comb,year,date,rank,previous_rank,name,units_this_week,change,total_unites,spending_this_week,total_spending,weeks
Comb,2014,26-Jan,23,-,Prisoners,"29,605",-,"687,011","$522,094 ","$12,495,366 ",6
dvd,2014,26-Jan,24,21,The Family,"20,634",-23%,"464,682","$308,685 ","$6,951,643 ",6
Comb,2014,26-Jan,24,-,Monsters University,"26,549",-,"5,647,689","$588,499 ","$114,476,510 ",13
dvd,2014,26-Jan,25,22,Insidious Chapter 2,"20,468",-23%,"329,772","$368,219 ","$3,337,411 ",5
Comb,2014,26-Jan,25,-,Turbo,"25,569",-,"3,248,340","$483,606 ","$62,135,159 ",11
dvd,2014,26-Jan,26,-,Justified Season: The Complete Fourth Season,"19,566",7%,"215,132","$674,831 ","$7,171,377 ",6
Comb,2014,26-Jan,26,-,The Family,"25,184",-,"679,799","$399,182 ","$10,883,818 ",6
dvd,2014,26-Jan,27,-,Archer: The Complete Season Four,"19,400",-9%,"96,840","$387,224 ","$1,882,363 ",3
Comb,2014,26-Jan,27,-,Disney Planes,"25,088",-,"3,517,441","$492,444 ","$66,053,246 ",10
dvd,2014,26-Jan,28,24,Disney Planes,"19,159",-26%,"2,264,397","$381,456 ","$39,879,095 ",10
Comb,2014,26-Jan,28,-,Insidious Chapter 2,"25,077",-,"481,573","$468,418 ","$4,595,789 ",5
dvd,2014,26-Jan,29,-,Sweetwater,"18,732",3%,"152,976","$241,643 ","$1,861,063 ",4
Comb,2014,26-Jan,29,-,The Internship,"24,424",-,"605,328","$146,500 ","$10,461,889 ",14
dvd,2014,26-Jan,30,26,Turbo,"18,696",-26%,"2,168,006","$373,709 ","$39,052,880 ",11
Comb,2014,26-Jan,30,-,MURPH: The Protector,"23,530",-,"147,694","$234,359 ","$1,471,032 ",3
bluray,2014,2-Feb,1,new,Cloudy with a Chance of Meatballs 2,"286,270",,"286,270","$6,572,759 ","$6,572,759 ",1
Comb,2014,2-Feb,1,-,Cloudy with a Chance of Meatballs 2,"631,242",-,"631,242","$12,768,456 ","$12,768,456 ",1
dvd,2014,2-Feb,1,new,Cloudy with a Chance of Meatballs 2,"344,972",,"344,972","$6,195,697 ","$6,195,697 ",1
bluray,2014,2-Feb,2,new,Jackass Presents: Bad Grandpa,"166,961",,"166,961","$3,492,829 ","$3,492,829 ",1
Comb,2014,2-Feb,2,-,Jackass Presents: Bad Grandpa,"392,593",-,"392,593","$7,452,671 ","$7,452,671 ",1
dvd,2014,2-Feb,2,new,Jackass Presents: Bad Grandpa,"225,632",,"225,632","$3,959,842 ","$3,959,842 ",1
bluray,2014,2-Feb,3,-,The Godfather DVD Collection,"88,798",13498%,"479,123","$3,025,322 ","$14,870,104 ",643
Comb,2014,2-Feb,3,-,Last Vegas,"259,979",-,"259,979","$5,199,195 ","$5,199,195 ",53
dvd,2014,2-Feb,3,new,Downton Abbey: Season 4,"193,995",,"193,995","$4,262,070 ","$4,262,070 ",1
bluray,2014,2-Feb,4,-,Last Vegas,"87,289",,"87,289","$2,028,607 ","$2,028,607 ",53
Comb,2014,2-Feb,4,-,Downton Abbey: Season 4,"242,111",-,"242,111","$5,463,052 ","$5,463,052 ",1
dvd,2014,2-Feb,4,-,Last Vegas,"172,690",,"172,690","$3,170,588 ","$3,170,588 ",53
bluray,2014,2-Feb,5,new,Rush,"81,387",,"81,387","$1,810,037 ","$1,810,037 ",1
Comb,2014,2-Feb,5,-,Captain Phillips,"175,143",-,"802,396","$3,603,276 ","$16,499,678 ",2
dvd,2014,2-Feb,5,1,Captain Phillips,"114,834",-67%,"466,981","$2,218,593 ","$8,553,717 ",2
bluray,2014,2-Feb,6,1,Captain Phillips,"60,309",-78%,"335,415","$1,384,683 ","$7,945,961 ",2
Comb,2014,2-Feb,6,-,Rush,"143,130",-,"143,130","$2,936,229 ","$2,936,229 ",1
dvd,2014,2-Feb,6,2,Lee Daniels' The Butler,"80,899",-63%,"842,879","$1,614,744 ","$15,516,396 ",3
bluray,2014,2-Feb,7,new,Downton Abbey: Season 4,"48,116",,"48,116","$1,200,982 ","$1,200,982 ",1
Comb,2014,2-Feb,7,-,Lee Daniels' The Butler,"104,442",-,"1,067,653","$2,305,020 ","$20,900,300 ",3
dvd,2014,2-Feb,7,new,Rush,"61,743",,"61,743","$1,126,192 ","$1,126,192 ",1
bluray,2014,2-Feb,8,2,Riddick,"25,959",-63%,"393,634","$621,717 ","$9,165,532 ",3
Comb,2014,2-Feb,8,-,The Godfather DVD Collection,"90,612",-,"605,365","$3,110,119 ","$21,972,179 ",643
dvd,2014,2-Feb,8,4,Riddick,"51,201",-55%,"487,282","$1,021,972 ","$9,157,912 ",3
bluray,2014,2-Feb,9,4,Lee Daniels' The Butler,"23,543",-54%,"224,774","$690,276 ","$5,383,904 ",3
Comb,2014,2-Feb,9,-,Riddick,"77,160",-,"880,916","$1,643,689 ","$18,323,444 ",3
dvd,2014,2-Feb,9,3,No se Aceptan Devoluciones,"51,087",-71%,"228,763","$662,088 ","$2,964,768 ",2
bluray,2014,2-Feb,10,5,Despicable Me 2,"20,875",-44%,"5,053,810","$417,287 ","$101,011,799 ",8
Comb,2014,2-Feb,10,-,Despicable Me 2,"69,447",-,"10,338,034","$1,242,525 ","$190,447,569 ",8
dvd,2014,2-Feb,10,5,Despicable Me 2,"48,572",-36%,"5,284,224","$825,238 ","$89,435,770 ",8
bluray,2014,2-Feb,11,15,Prometheus,"10,472",-11%,"1,266,414","$123,671 ","$23,500,893 ",69
Comb,2014,2-Feb,11,-,No se Aceptan Devoluciones,"59,764",-,"270,527","$818,098 ","$3,697,484 ",2
dvd,2014,2-Feb,11,new,Bad Grandpa/Jackass 3 Two-Pack,"44,250",,"44,250","$883,230 ","$883,230 ",1
bluray,2014,2-Feb,12,10,Fast and Furious 6,"8,840",-42%,"2,798,387","$282,350 ","$68,295,443 ",8
Comb,2014,2-Feb,12,-,Bad Grandpa/Jackass 3 Two-Pack,"44,250",-,"44,250","$883,230 ","$883,230 ",1
dvd,2014,2-Feb,12,-,Cloudy With a Chance of Meatballs,"29,747",224%,"3,438,346","$158,079 ","$48,298,525 ",213
bluray,2014,2-Feb,13,3,Machete Kills,"8,705",-83%,"60,734","$217,376 ","$1,420,264 ",2
Comb,2014,2-Feb,13,-,Cloudy With a Chance of Meatballs,"37,385",-,"3,911,562","$243,927 ","$57,843,860 ",213
dvd,2014,2-Feb,13,7,Carrie,"20,847",-55%,"180,622","$382,126 ","$2,777,153 ",3
bluray,2014,2-Feb,14,6,No se Aceptan Devoluciones,"8,677",-74%,"41,764","$156,010 ","$732,716 ",2
Comb,2014,2-Feb,14,-,Fast and Furious 6,"29,373",-,"5,574,260","$631,206 ","$115,456,756 ",8
dvd,2014,2-Feb,14,14,Fast and Furious 6,"20,533",-33%,"2,775,873","$348,856 ","$47,161,313 ",8
bluray,2014,2-Feb,15,8,RoboCop,"8,620",-61%,"30,945","$115,416 ","$414,346 ","1,104"
Comb,2014,2-Feb,15,-,Carrie,"29,126",-,"289,266","$574,777 ","$4,824,112 ",3
dvd,2014,2-Feb,15,12,Percy Jackson: Sea of Monsters,"19,846",-37%,"1,200,036","$383,425 ","$19,823,071 ",7
bluray,2014,2-Feb,16,24,Man of Steel,"8,611",16%,"2,874,515","$165,503 ","$59,502,662 ",12
Comb,2014,2-Feb,16,-,Percy Jackson: Sea of Monsters,"28,214",-,"2,101,438","$591,111 ","$41,414,139 ",7
dvd,2014,2-Feb,16,19,MURPH: The Protector,"19,726",-16%,"167,420","$196,471 ","$1,667,503 ",4
bluray,2014,2-Feb,17,new,The Sound of Music ,"8,391",165%,"1,861,081","$251,398 ","$50,373,897 ","1,104"
Comb,2014,2-Feb,17,-,Man of Steel,"27,640",-,"4,967,320","$448,845 ","$96,652,631 ",12
dvd,2014,2-Feb,17,17,Man of Steel,"19,029",-22%,"2,092,805","$283,342 ","$37,149,969 ",12
bluray,2014,2-Feb,18,9,Percy Jackson: Sea of Monsters,"8,368",-50%,"901,402","$207,686 ","$21,591,068 ",7
Comb,2014,2-Feb,18,-,Machete Kills,"27,106",-,"139,148","$548,410 ","$2,830,932 ",2
dvd,2014,2-Feb,18,6,Machete Kills,"18,401",-69%,"78,414","$331,034 ","$1,410,668 ",2
bluray,2014,2-Feb,19,7,Carrie,"8,279",-65%,"108,644","$192,651 ","$2,046,959 ",3
Comb,2014,2-Feb,19,-,The Fifth Estate,"26,483",-,"26,483","$573,584 ","$573,584 ",1
dvd,2014,2-Feb,19,new,The Fifth Estate,"18,256",,"18,256","$364,937 ","$364,937 ",1
bluray,2014,2-Feb,20,13,The Wolverine,"8,245",-38%,"1,868,452","$164,314 ","$38,302,959 ",9
Comb,2014,2-Feb,20,-,RED 2,"25,771",-,"2,166,211","$425,374 ","$30,247,647 ",10
dvd,2014,2-Feb,20,23,The Smurfs 2,"17,931",-14%,"988,184","$268,786 ","$16,947,020 ",9
Comb,2014,2-Feb,21,-,The Smurfs 2,"25,676",-,"1,485,975","$434,297 ","$27,925,427 ",9
dvd,2014,2-Feb,21,22,Prisoners,"17,832",-15%,"492,988","$267,302 ","$7,793,538 ",7
Comb,2014,2-Feb,22,-,The Wolverine,"25,611",-,"3,766,670","$464,746 ","$68,844,469 ",9
dvd,2014,2-Feb,22,20,RED 2,"17,753",-24%,"1,458,790","$265,585 ","$22,240,404 ",10
Comb,2014,2-Feb,23,-,The Lone Ranger,"24,263",-,"1,896,414","$439,886 ","$37,950,775 ",7
dvd,2014,2-Feb,23,21,The Wolverine,"17,366",-22%,"1,898,218","$300,432 ","$30,541,510 ",9
Comb,2014,2-Feb,24,-,Prisoners,"23,956",-,"710,967","$413,846 ","$12,909,211 ",7
dvd,2014,2-Feb,24,28,Disney Planes,"17,289",-10%,"2,281,686","$345,088 ","$40,224,184 ",11
Comb,2014,2-Feb,25,-,Turbo,"23,032",-,"3,271,372","$430,870 ","$62,566,029 ",12
dvd,2014,2-Feb,25,25,Insidious Chapter 2,"17,145",-16%,"346,917","$308,439 ","$3,645,850 ",6
Comb,2014,2-Feb,26,-,The Hobbit: An Unexpected Journey,"22,195",-,"6,480,389","$350,083 ","$102,945,218 ",46
dvd,2014,2-Feb,26,-,We Bought a Zoo,"17,019",42%,"1,756,715","$82,542 ","$26,513,555 ",96
Comb,2014,2-Feb,27,-,Disney Planes,"21,818",-,"3,539,259","$429,868 ","$66,483,115 ",11
dvd,2014,2-Feb,27,24,The Family,"16,931",-18%,"481,613","$253,288 ","$7,204,930 ",7
Comb,2014,2-Feb,28,-,The Family,"21,444",-,"701,243","$343,049 ","$11,226,866 ",7
dvd,2014,2-Feb,28,-,Enough Said,"16,871",23%,"80,663","$252,390 ","$1,206,718 ",3
Comb,2014,2-Feb,29,-,Insidious Chapter 2,"21,268",-,"502,841","$398,073 ","$4,993,862 ",6
dvd,2014,2-Feb,29,30,Turbo,"16,450",-12%,"2,184,456","$325,626 ","$39,378,506 ",12
Comb,2014,2-Feb,30,-,Mary Poppins,"21,238",-,"7,019,411","$479,027 ","$146,935,388 ",828
dvd,2014,2-Feb,30,-,Doc Martin: Series 6,"16,367",-11%,"371,568","$505,413 ","$9,569,913 ",8
bluray,2014,9-Feb,1,2,Jackass Presents: Bad Grandpa,"123,093",-26%,"290,054","$2,733,896 ","$6,226,725 ",2
dvd,2014,9-Feb,1,new,Escape Plan,"239,747",,"239,747","$3,586,615 ","$3,586,615 ",1
Comb,2014,9-Feb,1,-,Escape Plan,"355,438",-,"355,438","$5,896,973 ","$5,896,973 ",1
bluray,2014,9-Feb,2,new,Escape Plan,"115,691",,"115,691","$2,310,358 ","$2,310,358 ",1
dvd,2014,9-Feb,2,new,Free Birds,"176,883",,"176,883","$3,535,891 ","$3,535,891 ",1
Comb,2014,9-Feb,2,-,Jackass Presents: Bad Grandpa,"260,866",-,"653,459","$5,452,157 ","$12,904,828 ",2
bluray,2014,9-Feb,3,1,Cloudy with a Chance of Meatballs 2,"77,611",-73%,"363,881","$1,781,957 ","$8,354,716 ",2
dvd,2014,9-Feb,3,10,Despicable Me 2,"166,185",242%,"5,450,409","$2,303,324 ","$91,739,094 ",9
Comb,2014,9-Feb,3,-,Free Birds,"249,300",-,"249,300","$5,009,574 ","$5,009,574 ",1
bluray,2014,9-Feb,4,new,Free Birds,"72,417",,"72,417","$1,473,683 ","$1,473,683 ",1
dvd,2014,9-Feb,4,6,Lee Daniels' The Butler,"147,032",82%,"989,911","$2,364,275 ","$17,880,671 ",4
Comb,2014,9-Feb,4,-,Cloudy with a Chance of Meatballs 2,"224,048",-,"855,290","$4,411,966 ","$17,180,422 ",2
bluray,2014,9-Feb,5,new,Justice League: War,"72,056",,"72,056","$1,144,973 ","$1,144,973 ",1
dvd,2014,9-Feb,5,1,Cloudy with a Chance of Meatballs 2,"146,437",-58%,"491,409","$2,630,009 ","$8,825,706 ",2
Comb,2014,9-Feb,5,-,Despicable Me 2,"187,417",-,"10,525,452","$2,727,758 ","$193,175,327 ",9
bluray,2014,9-Feb,6,15,Man of Steel,"41,410",381%,"2,915,925","$440,599 ","$59,943,261 ",13
dvd,2014,9-Feb,6,2,Jackass Presents: Bad Grandpa,"137,773",-39%,"363,405","$2,718,261 ","$6,678,103 ",2
Comb,2014,9-Feb,6,-,Lee Daniels' The Butler,"159,474",-,"1,227,127","$2,709,547 ","$23,609,847 ",4
bluray,2014,9-Feb,7,-,The Croods,"40,178",1211%,"1,210,661","$930,914 ","$30,098,502 ",71
dvd,2014,9-Feb,7,5,Captain Phillips,"108,766",-5%,"575,747","$1,771,798 ","$10,325,516 ",3
Comb,2014,9-Feb,7,-,Captain Phillips,"139,174",-,"941,570","$2,467,525 ","$18,967,204 ",3
bluray,2014,9-Feb,8,new,Dallas Buyers Club,"38,134",,"38,134","$876,706 ","$876,706 ",1
dvd,2014,9-Feb,8,new,Baggage Claim,"85,424",,"85,424","$1,279,652 ","$1,279,652 ",1
Comb,2014,9-Feb,8,-,Justice League: War,"117,243",-,"117,243","$1,820,971 ","$1,820,971 ",1
bluray,2014,9-Feb,9,16,Percy Jackson: Sea of Monsters,"36,092",331%,"937,494","$995,781 ","$22,586,849 ",8
dvd,2014,9-Feb,9,4,Last Vegas,"62,574",-64%,"235,264","$1,248,977 ","$4,419,565 ",54
Comb,2014,9-Feb,9,-,Dallas Buyers Club,"99,516",-,"99,516","$2,001,838 ","$2,001,838 ",1
bluray,2014,9-Feb,10,18,The Wolverine,"32,130",290%,"1,900,582","$550,704 ","$38,853,663 ",10
dvd,2014,9-Feb,10,new,About Time,"61,831",,"61,831","$1,112,340 ","$1,112,340 ",1
Comb,2014,9-Feb,10,-,Baggage Claim,"99,437",-,"99,437","$1,559,770 ","$1,559,770 ",1
bluray,2014,9-Feb,11,-,Turbo,"31,676",381%,"1,118,592","$506,492 ","$23,694,015 ",13
dvd,2014,9-Feb,11,new,Dallas Buyers Club,"61,382",,"61,382","$1,125,132 ","$1,125,132 ",1
Comb,2014,9-Feb,11,-,About Time,"92,785",-,"92,785","$1,823,048 ","$1,823,048 ",1
bluray,2014,9-Feb,12,-,The Godfather DVD Collection,"31,096",-65%,"510,219","$1,059,432 ","$15,929,536 ",644
dvd,2014,9-Feb,12,14,Fast and Furious 6,"61,054",197%,"2,836,927","$771,112 ","$47,932,425 ",9
Comb,2014,9-Feb,12,-,Last Vegas,"91,102",-,"351,081","$1,905,122 ","$7,104,317 ",54
bluray,2014,9-Feb,13,new,About Time,"30,954",,"30,954","$710,708 ","$710,708 ",1
dvd,2014,9-Feb,13,new,Justice League: War,"45,187",,"45,187","$675,998 ","$675,998 ",1
Comb,2014,9-Feb,13,-,Fast and Furious 6,"73,147",-,"5,647,408","$1,157,472 ","$116,614,228 ",9
bluray,2014,9-Feb,14,5,Captain Phillips,"30,408",-50%,"365,823","$695,727 ","$8,641,688 ",3
dvd,2014,9-Feb,14,3,Downton Abbey: Season 4,"39,870",-79%,"233,865","$875,545 ","$5,137,615 ",2
Comb,2014,9-Feb,14,-,Man of Steel,"68,127",-,"5,035,447","$716,051 ","$97,368,683 ",13
bluray,2014,9-Feb,15,-,We're the Millers,"28,803",939%,"840,750","$314,236 ","$16,103,910 ",12
dvd,2014,9-Feb,15,-,We're the Millers,"38,976",195%,"1,705,536","$399,504 ","$27,282,352 ",12
Comb,2014,9-Feb,15,-,We're the Millers,"67,779",-,"2,546,286","$713,740 ","$43,386,262 ",12
bluray,2014,9-Feb,16,3,Last Vegas,"28,528",-67%,"115,817","$656,145 ","$2,684,752 ",54
dvd,2014,9-Feb,16,15,Percy Jackson: Sea of Monsters,"30,863",56%,"1,230,899","$381,775 ","$20,204,846 ",8
Comb,2014,9-Feb,16,-,Percy Jackson: Sea of Monsters,"66,955",-,"2,168,393","$1,377,556 ","$42,791,695 ",8
bluray,2014,9-Feb,17,25,Star Trek Into Darkness,"26,253",369%,"2,079,774","$768,433 ","$51,357,411 ",22
dvd,2014,9-Feb,17,17,Man of Steel,"26,717",40%,"2,119,522","$275,452 ","$37,425,422 ",13
Comb,2014,9-Feb,17,-,The Croods,"59,950",-,"3,538,801","$1,338,889 ","$71,995,487 ",71
bluray,2014,9-Feb,18,9,Despicable Me 2,"21,232",2%,"5,075,043","$424,434 ","$101,436,233 ",9
dvd,2014,9-Feb,18,29,Turbo,"25,365",54%,"2,209,821","$487,949 ","$39,866,455 ",13
Comb,2014,9-Feb,18,-,Turbo,"57,041",-,"3,328,413","$994,441 ","$63,560,470 ",13
bluray,2014,9-Feb,19,-,Star Wars: The Original Trilogy,"21,220",720%,"669,884","$696,861 ","$41,312,572 ",490
dvd,2014,9-Feb,19,25,Insidious Chapter 2,"23,213",35%,"370,130","$247,683 ","$3,893,532 ",7
Comb,2014,9-Feb,19,-,The Wolverine,"52,499",-,"3,819,169","$936,900 ","$69,781,369 ",10
bluray,2014,9-Feb,20,-,Django Unchained,"21,123",3645%,"1,266,034","$340,499 ","$27,961,964 ",43
dvd,2014,9-Feb,20,7,Rush,"23,049",-63%,"84,792","$460,058 ","$1,586,250 ",2
Comb,2014,9-Feb,20,-,Downton Abbey: Season 4,"48,057",-,"290,168","$1,079,890 ","$6,542,942 ",2
dvd,2014,9-Feb,21,-,Elysium,"22,626",77%,"719,326","$395,729 ","$12,993,715 ",8
Comb,2014,9-Feb,21,-,Rush,"43,081",-,"186,211","$940,629 ","$3,876,858 ",2
dvd,2014,9-Feb,22,9,No se Aceptan Devoluciones,"22,493",-56%,"251,256","$291,509 ","$3,256,278 ",3
Comb,2014,9-Feb,22,-,Django Unchained,"40,756",-,"2,983,088","$538,203 ","$58,238,580 ",43
dvd,2014,9-Feb,23,-,You're Next,"22,111",75%,"143,008","$286,559 ","$1,914,179 ",4
Comb,2014,9-Feb,23,-,Star Trek Into Darkness,"40,566",-,"3,507,181","$970,103 ","$73,107,335 ",22
dvd,2014,9-Feb,24,8,Riddick,"21,439",-58%,"508,721","$427,922 ","$9,585,834 ",4
Comb,2014,9-Feb,24,-,Pacific Rim,"37,073",-,"2,707,067","$469,055 ","$45,766,737 ",17
dvd,2014,9-Feb,25,-,The Lone Ranger,"21,108",32%,"1,100,941","$379,733 ","$19,667,386 ",8
Comb,2014,9-Feb,25,-,Elysium,"34,716",-,"1,421,810","$673,426 ","$29,620,720 ",8
dvd,2014,9-Feb,26,22,RED 2,"20,384",15%,"1,479,174","$296,587 ","$22,536,991 ",11
Comb,2014,9-Feb,26,-,The Godfather DVD Collection,"32,925",-,"638,290","$1,136,357 ","$23,108,536 ",644
dvd,2014,9-Feb,27,23,The Wolverine,"20,369",17%,"1,918,587","$386,196 ","$30,927,706 ",10
Comb,2014,9-Feb,27,-,Riddick,"31,030",-,"911,946","$656,765 ","$18,980,209 ",4
dvd,2014,9-Feb,28,21,Prisoners,"20,253",14%,"513,241","$303,592 ","$8,097,131 ",8
Comb,2014,9-Feb,28,-,World War Z,"30,739",-,"2,833,854","$692,961 ","$54,522,319 ",21
dvd,2014,9-Feb,29,20,The Smurfs 2,"20,175",13%,"1,008,359","$297,783 ","$17,244,803 ",10
Comb,2014,9-Feb,29,-,No se Aceptan Devoluciones,"30,077",-,"300,604","$427,867 ","$4,125,352 ",3
dvd,2014,9-Feb,30,-,Pitch Perfect,"19,977",94%,"4,451,980","$202,459 ","$69,449,800 ",60
Comb,2014,9-Feb,30,-,Silver Linings Playbook,"29,814",-,"1,530,789","$465,155 ","$27,298,642 ",41
bluray,2014,16-Feb,1,-,The Jungle Book,"410,764",,"410,764","$8,198,849 ","$8,198,849 ",333
dvd,2014,16-Feb,1,new,The Best Man Holiday,"418,510",,"418,510","$7,231,853 ","$7,231,853 ",1
Comb,2014,16-Feb,1,-,The Jungle Book,"745,761",-,"10,564,514","$14,501,784 ","$262,812,551 ",333
bluray,2014,16-Feb,2,new,Ender's Game,"348,845",,"348,845","$6,962,955 ","$6,962,955 ",1
dvd,2014,16-Feb,2,new,Ender's Game,"340,965",,"340,965","$5,100,836 ","$5,100,836 ",1
Comb,2014,16-Feb,2,-,Ender's Game,"689,810",-,"689,810","$12,063,791 ","$12,063,791 ",1
bluray,2014,16-Feb,3,new,The Best Man Holiday,"144,441",,"144,441","$3,330,811 ","$3,330,811 ",1
dvd,2014,16-Feb,3,-,The Jungle Book,"334,997",15921%,"10,153,750","$6,302,935 ","$254,613,702 ",333
Comb,2014,16-Feb,3,-,The Best Man Holiday,"562,951",-,"562,951","$10,562,664 ","$10,562,664 ",1
bluray,2014,16-Feb,4,3,Cloudy with a Chance of Meatballs 2,"80,608",4%,"444,490","$1,850,767 ","$10,205,483 ",3
dvd,2014,16-Feb,4,5,Cloudy with a Chance of Meatballs 2,"159,791",9%,"651,200","$2,869,846 ","$11,695,552 ",3
Comb,2014,16-Feb,4,-,Cloudy with a Chance of Meatballs 2,"240,399",-,"1,095,690","$4,720,613 ","$21,901,035 ",3
bluray,2014,16-Feb,5,2,Escape Plan,"54,710",-53%,"170,401","$1,092,005 ","$3,402,363 ",2
dvd,2014,16-Feb,5,2,Free Birds,"143,545",-19%,"320,428","$2,865,158 ","$6,401,049 ",2
Comb,2014,16-Feb,5,-,Free Birds,"187,797",-,"437,096","$3,963,040 ","$8,972,614 ",2
bluray,2014,16-Feb,6,1,Jackass Presents: Bad Grandpa,"53,243",-57%,"343,297","$1,121,302 ","$7,348,027 ",3
dvd,2014,16-Feb,6,1,Escape Plan,"94,123",-61%,"333,870","$1,408,080 ","$4,994,695 ",2
Comb,2014,16-Feb,6,-,Escape Plan,"148,833",-,"504,271","$2,500,085 ","$8,397,058 ",2
bluray,2014,16-Feb,7,18,Despicable Me 2,"50,635",138%,"5,125,677","$1,012,191 ","$102,448,424 ",10
dvd,2014,16-Feb,7,new,The Counselor,"79,458",,"79,458","$1,240,339 ","$1,240,339 ",1
Comb,2014,16-Feb,7,-,The Counselor,"125,402",-,"125,402","$2,187,703 ","$2,187,703 ",1
bluray,2014,16-Feb,8,new,The Counselor,"45,944",,"45,944","$947,364 ","$947,364 ",1
dvd,2014,16-Feb,8,new,Grace Unplugged,"76,625",,"76,625","$1,014,515 ","$1,014,515 ",1
Comb,2014,16-Feb,8,-,Jackass Presents: Bad Grandpa,"121,460",-,"774,919","$2,484,960 ","$15,389,788 ",3
bluray,2014,16-Feb,9,4,Free Birds,"44,252",-39%,"116,668","$1,097,882 ","$2,571,565 ",2
dvd,2014,16-Feb,9,new,All is Lost,"76,274",,"76,274","$990,799 ","$990,799 ",1
Comb,2014,16-Feb,9,-,Despicable Me 2,"112,742",-,"10,638,193","$1,943,175 ","$195,118,502 ",10
bluray,2014,16-Feb,10,14,Captain Phillips,"30,581",1%,"396,404","$700,619 ","$9,342,307 ",4
dvd,2014,16-Feb,10,new,Sherlock: Season 3,"73,164",,"73,164","$1,682,040 ","$1,682,040 ",1
Comb,2014,16-Feb,10,-,All is Lost,"106,091",-,"106,091","$1,497,396 ","$1,497,396 ",1
bluray,2014,16-Feb,11,new,All is Lost,"29,817",,"29,817","$506,597 ","$506,597 ",1
dvd,2014,16-Feb,11,6,Jackass Presents: Bad Grandpa,"68,217",-50%,"431,622","$1,363,658 ","$8,041,761 ",3
Comb,2014,16-Feb,11,-,Sherlock: Season 3,"96,138",-,"96,138","$2,439,953 ","$2,439,953 ",1
bluray,2014,16-Feb,12,26,Fast and Furious 6,"26,355",118%,"2,836,836","$842,030 ","$69,523,833 ",10
dvd,2014,16-Feb,12,3,Despicable Me 2,"62,107",-63%,"5,512,516","$930,984 ","$92,670,078 ",10
Comb,2014,16-Feb,12,-,Captain Phillips,"85,146",-,"1,026,716","$1,735,171 ","$20,702,375 ",4
bluray,2014,16-Feb,13,16,Last Vegas,"26,301",-8%,"142,119","$657,267 ","$3,342,019 ",55
dvd,2014,16-Feb,13,8,Baggage Claim,"58,905",-31%,"144,329","$881,219 ","$2,160,870 ",2
Comb,2014,16-Feb,13,-,Grace Unplugged,"84,705",-,"84,705","$1,176,029 ","$1,176,029 ",1
bluray,2014,16-Feb,14,5,Justice League: War,"24,613",-66%,"96,669","$368,949 ","$1,513,922 ",2
dvd,2014,16-Feb,14,-,Cloudy With a Chance of Meatballs,"58,152",450%,"3,507,073","$290,370 ","$48,643,736 ",215
Comb,2014,16-Feb,14,-,Last Vegas,"80,699",-,"431,781","$1,694,637 ","$8,798,954 ",55
bluray,2014,16-Feb,15,new,Sherlock: Season 3,"22,974",,"22,974","$757,913 ","$757,913 ",1
dvd,2014,16-Feb,15,4,Lee Daniels' The Butler,"55,306",-62%,"1,045,217","$1,019,843 ","$18,900,513 ",5
Comb,2014,16-Feb,15,-,Lee Daniels' The Butler,"71,884",-,"1,299,012","$1,350,583 ","$24,960,429 ",5
bluray,2014,16-Feb,16,-,Riddick,"21,109",120%,"424,334","$503,665 ","$9,898,040 ",5
dvd,2014,16-Feb,16,7,Captain Phillips,"54,565",-50%,"630,312","$1,034,552 ","$11,360,068 ",4
Comb,2014,16-Feb,16,-,Baggage Claim,"69,462",-,"168,899","$1,092,246 ","$2,652,015 ",2
bluray,2014,16-Feb,17,-,The Little Mermaid,"20,571",179%,"2,136,930","$491,237 ","$69,966,755 ",741
dvd,2014,16-Feb,17,9,Last Vegas,"54,398",-13%,"289,662","$1,037,370 ","$5,456,935 ",55
Comb,2014,16-Feb,17,-,Cloudy With a Chance of Meatballs,"65,073",-,"3,987,997","$359,307 ","$58,265,846 ",215
bluray,2014,16-Feb,18,13,About Time,"19,055",-38%,"50,010","$437,511 ","$1,148,219 ",2
dvd,2014,16-Feb,18,10,About Time,"45,174",-27%,"107,005","$815,842 ","$1,928,182 ",2
Comb,2014,16-Feb,18,-,About Time,"64,229",-,"157,015","$1,253,353 ","$3,076,401 ",2
bluray,2014,16-Feb,19,-,Star Wars: The Original Trilogy,"17,359",-18%,"687,243","$570,067 ","$41,882,639 ",491
dvd,2014,16-Feb,19,24,Riddick,"32,414",51%,"541,135","$646,983 ","$10,232,817 ",5
Comb,2014,16-Feb,19,-,Justice League: War,"54,804",-,"172,047","$820,606 ","$2,641,577 ",2
bluray,2014,16-Feb,20,-,The Great Gatsby,"17,261",560%,"341,963","$223,702 ","$4,431,829 ",43
dvd,2014,16-Feb,20,28,Prisoners,"32,274",59%,"545,515","$483,787 ","$8,580,918 ",9
Comb,2014,16-Feb,20,-,Fast and Furious 6,"54,337",-,"5,701,745","$1,265,398 ","$117,879,626 ",10
dvd,2014,16-Feb,21,19,Insidious Chapter 2,"31,185",34%,"401,315","$540,436 ","$4,433,968 ",8
Comb,2014,16-Feb,21,-,Riddick,"53,523",-,"965,469","$1,150,648 ","$20,130,857 ",5
dvd,2014,16-Feb,22,13,Justice League: War,"30,191",-33%,"75,378","$451,657 ","$1,127,655 ",2
